"since","until","visitedEntityType","visitedEntityKey"
"2016-02-25 17:01:27","2016-02-25 17:01:27",1,"SVK-1051"
"2019-04-20 15:04:53","2019-04-21 11:02:42",1,"SVK-1052"
"2018-09-06 16:09:25","2018-09-06 16:09:42",0,"HUN"
"2019-11-23 18:16:39","2019-11-23 18:16:40",2,7100
"2012-06-17 13:47:29","2012-06-17 14:07:09",1,"HUN-3156"
"2016-02-25 17:01:27","2016-02-26 12:51:49",0,"SVK"
"2019-04-20 15:04:53","2019-04-21 11:02:42",0,"SVK"
"2018-10-12 16:13:45","2018-10-12 16:13:46",1,"HUN-3156"
"2018-09-13 20:08:51","2018-09-13 21:50:27",2,6865
"2012-07-29 11:04:02","2012-07-29 11:04:12",2,982
"2019-11-23 18:16:39","2019-11-23 18:16:40",1,"WEB+00?"
"2012-06-17 13:47:29","2012-06-17 14:07:09",0,"HUN"
"2018-10-12 16:13:45","2018-10-12 16:13:46",0,"HUN"
"2018-09-13 20:08:51","2018-09-14 14:57:16",1,"MAR-1456"
"2013-03-30 12:31:05","2013-03-31 11:06:09",1,"SVK-1052"
"2019-11-23 18:16:39","2019-11-23 18:16:40",0,"PSX"
"2018-04-08 07:59:09","2018-04-08 08:42:37",1,"SVK-1051"
"2013-03-30 12:31:05","2013-03-31 11:06:09",0,"SVK"
"2017-10-21 13:38:32","2017-10-25 15:33:26",2,4595
"2015-08-02 10:22:38","2015-08-07 18:20:32",1,"HRV-1490"
"2017-10-21 13:38:32","2017-10-25 15:33:26",1,"AUT-2326"
"2015-11-27 09:28:05","2015-12-16 14:31:37",2,5987
"2018-02-10 15:25:32","2018-02-10 15:25:36",3,55
"2017-10-21 13:38:32","2017-10-25 15:33:26",0,"AUT"
"2018-10-12 06:16:08","2018-10-12 06:16:08",1,"SVK-1056"
"2015-11-27 09:28:05","2015-12-16 14:31:37",1,"DNK-3416"
"2012-10-20 11:52:10","2012-11-02 15:51:27",1,"SVK-1056"
"2018-02-10 15:25:32","2018-02-10 15:25:36",4,"Asia"
"2012-07-15 09:32:15","2012-07-15 10:02:50",3,25
"2018-10-12 06:16:08","2018-10-12 06:16:08",0,"SVK"
"2015-11-27 09:28:05","2015-12-16 14:31:37",0,"DNK"
"2018-02-10 15:25:32","2018-02-10 15:25:36",1,"THA-422"
"2018-12-31 08:28:43","2018-12-31 21:44:35",1,"SVK-1051"
"2015-06-06 21:31:56","2015-06-06 21:57:17",1,"GBR-2768"
"2012-07-15 09:32:15","2012-07-15 10:02:50",4,"Australia"
"2018-02-10 15:25:32","2018-02-10 15:25:36",0,"THA"
"2012-07-15 09:32:15","2012-07-15 10:02:50",2,7287
"2012-07-15 09:32:15","2012-07-15 10:02:50",1,"AUS-2654"
"2018-05-26 08:20:08","2018-05-26 09:55:38",1,"AUT-2322"
"2018-04-07 09:05:19","2018-04-07 09:28:48",1,"SVK-1056"
"2012-10-20 11:50:55","2012-10-20 11:50:55",1,"SVK-1051"
"2012-07-15 09:32:15","2012-07-15 10:02:50",0,"AUS"
"2018-05-26 08:20:08","2018-05-26 09:55:38",0,"AUT"
"2019-11-22 19:55:24","2019-11-23 06:53:28",2,7195
"2019-12-20 10:02:13","2019-12-22 12:40:24",1,"AUT-2323"
"2019-11-22 19:55:24","2019-11-23 06:53:28",1,"ISR-3057"
"2018-10-10 16:17:27","2018-10-10 16:17:28",1,"HUN-3156"
"2019-12-20 10:02:13","2019-12-22 12:40:24",0,"AUT"
"2018-02-02 23:54:17","2018-02-03 22:36:28",1,"NZL-3408"
"2015-07-30 18:11:41","2015-07-30 18:36:31",1,"HRV-1491"
"2019-11-22 19:55:24","2019-11-23 06:53:28",0,"ISR"
"2018-10-10 16:17:27","2018-10-10 16:17:28",0,"HUN"
"2014-06-27 16:21:52","2014-06-29 08:57:48",2,7260
"2012-07-15 09:22:11","2012-07-15 09:25:03",3,41
"2019-12-20 04:55:04","2019-12-20 04:55:04",1,"SVK-1056"
"2012-07-15 09:22:11","2012-07-15 09:25:03",4,"Asia"
"2019-07-14 17:35:30","2019-07-18 16:59:15",1,"SVK-1051"
"2013-12-30 13:09:34","2014-01-03 10:22:00",3,66
"2016-07-05 19:37:35","2016-07-05 20:28:39",1,"ISL-704"
"2019-06-03 17:30:08","2019-06-13 15:05:41",2,6327
"2012-07-15 09:22:11","2012-07-15 09:25:03",2,7288
"2019-06-03 17:30:08","2019-06-10 10:19:02",1,"SVK-1051"
"2012-07-15 09:22:11","2012-07-15 09:25:03",1,"SGP-4871"
"2012-07-15 09:22:11","2012-07-15 09:25:03",0,"SGP"
"2013-12-30 13:09:34","2014-01-03 10:22:00",2,7230
"2019-11-22 08:17:26","2019-11-22 14:38:49",1,"WEB+00?"
"2019-09-18 07:24:47","2019-09-20 04:55:32",1,"DEU-1591"
"2013-12-30 13:09:34","2014-01-03 10:22:00",0,"UKR"
"2015-12-23 11:17:22","2015-12-23 11:17:27",1,"SVK-1056"
"2018-04-06 19:40:19","2018-04-11 07:24:59",2,6327
"2015-11-20 13:13:00","2015-11-21 12:11:56",1,"BEL-3474"
"2014-06-27 15:58:06","2014-06-29 08:57:48",1,"AUT-2331"
"2012-10-20 11:48:02","2012-10-20 11:50:45",1,"SVK-1056"
"2013-12-30 13:09:34","2014-01-03 10:22:00",1,"UKR-4826"
"2018-04-06 19:40:19","2018-04-06 19:40:37",1,"SVK-1051"
"2019-11-22 08:17:26","2019-11-22 14:38:49",0,"PSX"
"2019-06-01 14:51:09","2019-06-01 14:51:09",1,"SVK-1056"
"2015-04-13 15:13:13","2015-05-31 19:16:04",2,5987
"2018-04-06 19:40:19","2018-04-11 07:24:59",0,"SVK"
"2018-10-09 07:19:16","2018-10-23 10:47:59",2,6327
"2015-04-13 15:13:13","2015-05-31 19:16:04",1,"DNK-3416"
"2018-10-09 07:19:16","2018-10-09 18:39:10",1,"SVK-1051"
"2015-04-13 15:13:13","2015-05-31 19:16:04",0,"DNK"
"2018-05-24 05:43:41","2018-05-26 07:31:39",1,"SVK-1051"
"2018-02-09 09:19:15","2018-02-09 17:36:04",1,"NZL-5468"
"2012-07-27 06:59:19","2012-07-30 14:04:28",1,"SVK-1052"
"2019-11-22 07:40:31","2019-11-22 07:40:31",1,"ISR-3055"
"2012-07-27 06:59:19","2012-08-02 10:09:20",0,"SVK"
"2019-07-06 10:52:33","2019-07-06 10:52:40",1,"SVK-1056"
"2019-11-22 08:17:26","2019-11-22 14:38:49",2,7100
"2015-11-20 12:32:06","2015-11-20 12:48:46",1,"BEL-3475"
"2018-05-22 18:30:57","2018-05-22 18:30:57",1,"SVK-1056"
"2018-11-23 19:09:02","2018-11-25 20:59:51",2,7126
"2018-11-23 19:09:02","2018-11-25 20:59:51",1,"ESP-5809"
"2012-10-20 11:47:12","2012-10-20 11:47:57",1,"SVK-1051"
"2018-08-10 12:44:09","2018-08-12 14:05:05",1,"SVK-1052"
"2012-10-20 11:47:12","2012-12-31 22:06:08",0,"SVK"
"2019-01-19 21:35:02","2019-02-03 09:58:07",4,"South America"
"2012-07-18 15:52:34","2012-07-18 15:55:15",1,"HUN-3156"
"2012-07-18 15:52:34","2012-07-18 15:55:15",0,"HUN"
"2019-01-23 23:20:34","2019-01-28 20:29:05",3,84
"2019-01-19 21:35:02","2019-01-22 20:19:23",3,84
"2015-11-20 09:13:40","2015-11-21 12:11:56",2,7216
"2019-01-19 21:35:02","2019-01-22 20:19:23",2,7285
"2015-11-20 09:13:40","2015-11-20 09:13:40",1,"BEL-3474"
"2019-01-19 21:35:02","2019-01-22 20:19:23",0,"BRA"
"2015-08-21 11:55:23","2015-08-22 10:47:18",2,7280
"2019-03-01 11:51:20","2019-03-01 17:54:45",1,"SVK-1056"
"2015-11-20 09:13:40","2015-11-21 12:11:56",0,"BEL"
"2019-01-19 21:35:02","2019-01-22 20:19:23",1,"BRA-627"
"2015-08-21 11:55:23","2015-08-22 10:47:18",1,"JPN-1860"
"2012-07-17 17:10:06","2012-08-02 10:09:20",3,73
"2012-07-17 17:10:06","2012-08-02 10:09:20",4,"Europe"
"2018-11-23 16:50:48","2018-11-26 10:46:28",0,"ESP"
"2012-07-17 17:10:06","2012-07-17 17:10:06",1,"SVK-1051"
"2013-12-30 09:12:02","2013-12-30 09:19:04",1,"HUN-3160"
"2018-11-23 16:50:48","2018-11-23 16:50:51",1,"ESP-5820"
"2018-08-06 19:35:47","2018-08-09 11:18:02",2,6327
"2012-07-17 17:10:06","2012-07-17 17:10:06",0,"SVK"
"2018-08-06 19:35:47","2018-08-09 11:18:02",1,"SVK-1051"
"2018-01-04 21:03:43","2018-01-17 18:55:45",1,"SVK-1051"
"2018-08-06 19:35:47","2018-08-24 04:25:29",0,"SVK"
"2017-06-08 11:31:35","2017-06-08 20:53:27",1,"DEU-1591"
"2013-12-30 09:01:03","2013-12-30 09:01:03",1,"HUN-3164"
"2017-06-08 11:31:35","2017-06-10 11:19:47",0,"DEU"
"2018-02-04 05:27:00","2018-02-06 19:13:07",1,"NZL-3400"
"2013-06-29 13:22:21","2013-06-30 05:26:03",1,"NOR-914"
"2018-04-28 08:24:36","2018-04-28 10:52:48",1,"AUT-2327"
"2018-07-24 17:06:25","2018-07-27 17:19:48",1,"SVK-1051"
"2013-12-30 07:09:50","2013-12-30 07:09:50",1,"HUN-3160"
"2018-05-21 17:19:03","2018-05-21 20:01:13",1,"SVK-1051"
"2019-05-19 15:49:10","2019-05-31 05:33:36",1,"SVK-1051"
"2014-11-03 19:08:41","2014-12-14 14:11:49",2,5987
"2018-04-28 08:24:36","2018-04-30 12:49:07",0,"AUT"
"2019-01-19 11:42:49","2019-01-19 18:45:10",1,"NLD-3486"
"2019-07-02 19:15:18","2019-07-23 07:28:25",2,6327
"2013-12-30 07:09:50","2013-12-30 09:19:04",0,"HUN"
"2014-11-03 19:08:41","2014-12-18 09:53:26",1,"DNK-3416"
"2019-01-19 11:42:49","2019-01-19 18:45:10",0,"NLD"
"2014-06-27 10:30:27","2014-06-27 14:20:26",1,"AUT-2330"
"2009-04-14 19:45:27","2009-04-21 11:36:42",4,"North America"
"2019-07-02 19:15:18","2019-07-05 16:33:28",1,"SVK-1051"
"2014-11-03 19:08:41","2014-12-20 15:04:20",0,"DNK"
"2014-06-27 10:30:27","2014-06-29 14:37:26",0,"AUT"
"2009-04-14 19:45:27","2009-04-21 11:36:42",2,7225
"2019-07-02 19:15:18","2019-07-18 16:59:15",0,"SVK"
"2009-04-14 19:45:27","2009-04-21 11:36:42",1,"USA-3536"
"2019-05-17 17:02:22","2019-05-17 17:02:22",1,"SVK-1056"
"2013-12-27 19:27:03","2013-12-27 19:27:03",1,"SVK-1056"
"2019-01-19 10:08:09","2019-01-19 10:08:09",1,"AUT-2330"
"2014-10-31 13:26:10","2014-10-31 13:26:10",1,"SVK-1056"
"2019-01-19 10:08:09","2019-01-19 10:08:09",0,"AUT"
"2014-06-24 10:40:39","2014-06-24 10:40:39",1,"SVK-1051"
"2012-06-17 12:46:21","2012-06-17 13:11:30",1,"SVK-1056"
"2018-01-02 14:34:57","2018-01-02 14:38:30",1,"SVK-1056"
"2013-12-22 11:16:09","2013-12-22 11:16:09",1,"SVK-1053"
"2015-08-27 13:18:47","2015-08-28 09:33:47",2,6551
"2009-04-14 19:45:27","2009-04-21 11:36:42",0,"USA"
"2015-08-27 13:18:47","2015-08-28 09:33:47",1,"JPN-1850"
"2014-06-17 18:14:15","2014-06-17 18:14:15",1,"SVK-1056"
"2009-04-14 19:45:27","2009-04-21 11:36:42",3,12
"2018-07-20 17:13:00","2018-07-22 16:22:55",1,"SVK-1056"
"2014-10-30 12:36:02","2014-10-30 12:36:06",1,"SVK-1051"
"2019-01-19 08:41:35","2019-01-19 09:31:11",1,"NLD-3486"
"2019-01-19 08:41:35","2019-01-19 09:31:11",0,"NLD"
"2019-06-29 16:19:16","2019-06-29 17:27:58",1,"NOR-917"
"2014-10-28 16:52:49","2014-10-28 16:52:49",1,"SVK-1056"
"2012-09-09 14:09:19","2012-09-09 14:19:44",1,"SVK-1056"
"2019-01-19 08:40:02","2019-01-19 08:40:04",1,"AUT-2330"
"2019-09-17 14:53:33","2019-09-17 17:00:47",1,"DEU-1577"
"2018-05-18 20:05:40","2018-05-20 13:58:52",1,"SVK-1056"
"2012-09-09 14:09:19","2012-09-09 14:19:44",0,"SVK"
"2019-01-19 08:40:02","2019-01-19 08:40:04",0,"AUT"
"2017-12-29 07:32:21","2017-12-29 13:36:25",1,"SVK-1051"
"2012-09-09 14:06:17","2012-09-09 14:06:17",1,"HUN-3156"
"2012-09-09 14:06:17","2012-09-09 14:06:17",0,"HUN"
"2013-06-02 19:01:56","2013-06-20 06:22:50",2,5987
"2018-01-26 04:16:47","2018-01-26 08:38:47",1,"NZL-3334"
"2013-06-02 19:01:56","2013-06-20 06:22:50",1,"DNK-3416"
"2018-07-19 18:06:13","2018-07-19 18:06:33",1,"SVK-1051"
"2018-07-19 18:06:13","2018-07-27 19:24:39",0,"SVK"
"2018-01-26 00:39:25","2018-01-26 00:39:25",1,"NZL-5468"
"2019-10-19 10:50:23","2019-10-19 14:55:23",1,"PRT-5498"
"2018-01-25 21:41:07","2018-01-25 21:41:07",1,"NZL-3334"
"2014-09-30 19:29:26","2014-10-30 12:36:06",2,6327
"2014-09-30 19:29:26","2014-10-23 14:19:44",1,"SVK-1051"
"2019-01-23 22:28:49","2019-01-23 22:59:09",3,17
"2019-01-23 22:28:49","2019-01-23 23:45:21",1,"CHL-2692"
"2018-11-18 18:42:00","2018-11-23 16:36:51",1,"SVK-1051"
"2018-07-19 17:29:45","2018-07-19 17:37:27",1,"HUN-3156"
"2019-01-23 22:28:49","2019-01-23 23:45:21",0,"CHL"
"2019-06-21 18:12:21","2019-06-21 18:35:35",1,"NOR-900"
"2018-07-19 17:29:45","2018-07-19 17:37:27",0,"HUN"
"2019-05-17 14:50:43","2019-05-17 16:35:18",1,"SVK-1051"
"2014-07-06 11:18:11","2014-07-12 08:35:11",2,4140
"2019-06-21 18:12:21","2019-06-21 18:35:35",0,"NOR"
"2014-09-25 05:58:16","2014-09-25 05:58:16",2,2672
"2018-10-07 14:46:58","2018-10-07 16:12:23",1,"SVK-1053"
"2012-09-09 13:44:59","2012-09-09 14:05:35",1,"SVK-1056"
"2019-01-19 08:13:07","2019-01-19 08:37:51",1,"NLD-3486"
"2019-01-23 22:28:05","2019-01-23 22:28:05",3,84
"2012-09-09 13:44:59","2012-09-09 14:05:35",0,"SVK"
"2019-01-19 08:13:07","2019-01-19 08:37:51",0,"NLD"
"2019-01-23 22:28:05","2019-01-23 22:28:05",1,"ARG-1271"
"2014-07-06 08:48:35","2014-07-12 11:01:02",1,"DNK-3418"
"2019-01-23 22:28:05","2019-01-23 22:28:05",0,"ARG"
"2015-03-31 10:07:37","2015-03-31 12:17:15",1,"IRL-78"
"2019-05-17 13:35:08","2019-05-17 13:36:52",1,"SVK-1056"
"2014-07-06 08:48:35","2014-07-12 15:36:04",0,"DNK"
"2018-07-17 12:05:48","2018-08-03 15:36:31",2,6327
"2018-07-17 12:05:48","2018-07-17 17:57:11",1,"SVK-1051"
"2018-10-07 14:46:48","2018-10-07 14:46:52",1,"SVK-1058"
"2013-06-24 14:11:51","2013-06-25 13:48:34",1,"NOR-910"
"2018-09-12 16:59:13","2018-09-17 16:29:10",4,"Africa"
"2018-01-25 20:26:47","2018-01-25 21:19:41",1,"NZL-5468"
"2018-07-15 16:28:38","2018-07-15 16:28:38",1,"SVK-1056"
"2018-07-15 16:28:38","2018-07-17 17:57:11",0,"SVK"
"2017-12-22 19:28:16","2017-12-24 16:48:11",1,"SVK-1056"
"2014-06-29 14:07:10","2014-06-29 14:37:26",1,"AUT-2330"
"2012-09-09 13:21:53","2012-09-09 13:43:34",1,"HUN-3156"
"2018-09-12 16:59:13","2018-09-17 16:29:10",3,67
"2012-09-09 13:21:53","2012-09-09 13:43:34",0,"HUN"
"2019-06-14 13:50:24","2019-06-14 14:19:25",1,"CHE-175"
"2018-09-12 18:18:51","2018-09-13 16:17:02",2,5705
"2018-07-14 15:34:38","2018-07-14 15:34:53",1,"HUN-3156"
"2018-07-14 15:34:38","2018-07-14 15:34:53",0,"HUN"
"2017-01-07 20:06:47","2017-03-10 12:56:56",2,6801
"2017-01-07 20:06:47","2017-03-10 14:25:31",1,"USA-3560"
"2018-09-12 16:59:13","2018-09-17 16:29:10",0,"MAR"
"2019-01-19 05:45:59","2019-01-19 08:12:58",1,"AUT-2330"
"2014-09-25 05:57:44","2015-03-26 14:06:48",3,73
"2018-09-12 16:59:13","2018-09-13 17:26:46",1,"MAR-1455"
"2019-01-19 05:45:59","2019-01-19 08:12:58",0,"AUT"
"2014-09-25 05:57:44","2015-08-20 21:59:46",4,"Europe"
"2015-08-27 02:00:49","2015-08-27 10:58:31",2,7248
"2018-07-14 15:34:34","2018-07-14 15:34:34",1,"SVK-1056"
"2014-09-25 05:57:44","2014-09-25 05:58:16",1,"SVK-1053"
"2019-10-19 06:54:46","2019-10-19 08:48:57",1,"PRT-746"
"2015-08-27 02:00:49","2015-08-27 10:58:31",1,"JPN-1852"
"2018-07-14 15:34:34","2018-07-14 15:34:34",0,"SVK"
"2014-09-25 05:57:44","2014-10-31 13:26:10",0,"SVK"
"2011-11-24 17:22:18","2012-06-06 07:02:16",2,6327
"2015-03-29 10:20:09","2015-03-29 11:26:59",2,3352
"2011-11-24 17:22:18","2012-05-09 09:51:05",1,"SVK-1051"
"2018-02-07 02:39:49","2018-02-07 21:49:44",2,7336
"2016-06-27 17:03:12","2016-06-27 17:03:44",2,5531
"2018-02-07 02:39:49","2018-02-07 21:52:57",1,"NZL-3401"
"2019-12-13 14:13:13","2019-12-17 22:40:45",1,"SVK-1051"
"2018-11-17 10:27:39","2018-11-17 15:08:41",1,"SVK-1056"
"2016-06-27 13:59:49","2016-06-29 00:57:00",1,"ISL-702"
"2018-07-12 17:43:57","2018-07-12 20:09:37",2,7260
"2018-07-12 17:43:57","2018-07-12 20:09:37",1,"AUT-2331"
"2018-07-12 17:43:57","2018-07-12 20:09:37",0,"AUT"
"2019-05-12 10:40:25","2019-05-16 15:33:43",1,"SVK-1051"
"2019-12-13 13:06:21","2019-12-13 13:06:26",1,"SVK-1056"
"2012-07-16 12:47:11","2012-07-17 04:21:42",3,25
"2012-07-16 12:47:11","2012-07-17 04:21:42",4,"Australia"
"2012-07-16 12:47:11","2012-07-17 04:21:42",2,7287
"2012-07-16 12:47:11","2012-07-17 04:21:42",1,"AUS-2654"
"2012-07-16 12:47:11","2012-07-17 04:21:42",0,"AUS"
"2019-11-26 07:33:11","2019-11-26 08:07:07",2,3973
"2019-01-24 17:04:17","2019-01-25 10:40:28",2,6689
"2019-11-26 07:33:11","2019-11-26 08:07:07",1,"ISR-3054"
"2015-06-04 18:32:01","2015-06-06 21:57:17",3,69
"2019-05-10 12:38:27","2019-05-11 11:41:22",1,"SVK-1056"
"2012-09-09 13:16:34","2012-09-09 13:19:04",1,"SVK-1056"
"2015-06-04 18:32:01","2015-06-05 10:40:26",2,7266
"2012-09-09 13:16:34","2012-09-09 13:19:04",0,"SVK"
"2015-06-04 18:32:01","2015-06-04 18:32:01",1,"GBR-2072"
"2015-08-21 02:31:48","2015-08-21 10:22:20",1,"JPN-1857"
"2015-06-04 18:32:01","2015-06-06 21:57:17",0,"GBR"
"2018-06-16 09:32:45","2018-06-16 20:26:50",1,"FRA-5342"
"2012-07-16 11:39:27","2012-07-16 11:39:40",3,50
"2017-08-01 18:36:14","2017-08-01 19:47:52",2,6327
"2017-08-01 18:36:14","2017-08-01 19:47:52",1,"SVK-1051"
"2012-07-16 11:39:27","2012-07-16 11:39:40",4,"Asia"
"2017-08-01 18:36:14","2017-08-06 15:56:13",0,"SVK"
"2019-06-21 09:42:18","2019-06-21 11:39:25",1,"NOR-900"
"2018-06-15 19:50:20","2018-06-15 19:50:20",2,7282
"2012-07-16 11:39:27","2012-07-16 11:39:40",0,"PAK"
"2018-06-15 19:50:20","2018-06-15 19:50:20",1,"FRA-5333"
"2012-07-16 11:39:27","2012-07-16 11:39:40",1,"PAK-1113"
"2012-08-29 15:18:32","2012-08-29 15:18:44",0,"ITA"
"2015-08-20 23:34:59","2015-08-28 09:33:47",3,47
"2018-06-15 19:50:20","2018-06-22 11:21:20",0,"FRA"
"2012-08-29 15:18:32","2012-08-29 15:18:44",1,"ITA-5460"
"2014-09-06 16:47:09","2014-09-09 16:44:31",1,"USA-3521"
"2015-08-20 23:34:59","2015-08-28 09:33:47",4,"Asia"
"2015-08-20 23:34:59","2015-08-28 09:33:47",0,"JPN"
"2019-06-21 09:42:18","2019-06-21 11:39:25",0,"NOR"
"2018-10-06 13:11:36","2018-10-07 12:35:23",1,"SVK-1057"
"2015-08-20 23:34:59","2015-08-20 23:35:29",1,"JPN-1855"
"2012-08-21 08:57:46","2012-08-21 08:57:46",0,"HRV"
"2012-08-21 08:57:46","2012-08-21 08:57:46",1,"HRV-1490"
"2019-01-13 19:51:32","2019-01-17 15:09:30",1,"SVK-1051"
"2018-10-06 13:11:36","2018-10-06 13:11:36",1,"SVK-1058"
"2018-09-15 06:47:52","2018-09-15 10:50:47",1,"MAR-1455"
"2019-02-17 09:28:21","2019-02-17 14:20:42",1,"SVK-1053"
"2019-05-07 15:07:55","2019-05-08 16:21:21",1,"SVK-1051"
"2019-06-14 13:33:42","2019-06-14 13:39:47",1,"CHE-165"
"2019-04-06 06:40:26","2019-04-08 17:21:31",1,"SVK-1051"
"2018-09-15 06:25:32","2018-09-15 06:25:32",2,6865
"2018-09-15 06:25:32","2018-09-15 06:25:32",1,"MAR-1456"
"2015-01-10 18:54:30","2015-02-22 14:06:57",2,5987
"2018-07-09 18:12:01","2018-07-12 06:27:30",2,6327
"2015-01-10 18:54:30","2015-02-22 14:06:57",1,"DNK-3416"
"2017-04-02 17:14:06","2017-04-02 21:28:11",2,7257
"2015-01-10 18:54:30","2015-02-22 14:06:57",0,"DNK"
"2017-04-02 17:14:06","2017-04-02 21:28:11",1,"CAN-682"
"2019-01-23 18:43:51","2019-01-23 20:05:01",2,6976
"2017-04-02 17:14:06","2017-04-02 21:28:11",0,"CAN"
"2019-02-24 09:21:55","2019-03-01 21:11:23",1,"SVK-1051"
"2015-08-13 19:16:31","2015-08-20 21:59:46",2,5987
"2015-08-13 19:16:31","2015-08-20 21:59:46",1,"DNK-3416"
"2015-08-13 19:16:31","2015-08-20 21:59:46",0,"DNK"
"2019-02-24 09:21:55","2019-04-08 17:21:31",2,6327
"2019-04-05 11:15:14","2019-04-05 11:15:18",1,"SVK-1056"
"2019-06-20 20:37:08","2019-06-22 10:39:10",2,6849
"2019-01-12 13:59:25","2019-01-13 16:37:05",1,"SVK-1056"
"2017-01-02 00:56:36","2017-01-02 19:36:28",1,"USA-3559"
"2016-12-30 14:43:17","2017-03-10 14:25:31",3,13
"2016-12-30 14:43:17","2017-04-02 21:28:11",4,"North America"
"2016-12-30 14:43:17","2016-12-31 01:42:34",2,7116
"2015-08-24 23:38:47","2015-08-26 01:19:26",2,7280
"2015-08-10 11:08:36","2015-08-10 11:08:36",2,7167
"2016-12-30 14:43:17","2016-12-31 01:42:34",1,"USA-3513"
"2015-08-24 23:38:47","2015-08-26 01:19:26",1,"JPN-1860"
"2015-08-10 11:08:36","2015-08-10 11:08:36",1,"DEU-1578"
"2016-12-30 14:43:17","2017-04-02 00:13:19",0,"USA"
"2015-08-10 11:08:36","2015-08-10 11:08:36",0,"DEU"
"2012-08-09 17:57:20","2012-08-17 04:35:18",1,"SVK-1056"
"2016-06-27 01:03:42","2016-06-27 13:50:03",1,"ISL-697"
"2016-06-27 01:03:42","2016-06-30 14:02:35",0,"ISL"
"2012-07-15 15:26:13","2012-07-15 15:26:13",1,"SGP-4872"
"2019-06-20 19:45:05","2019-06-20 20:49:07",1,"NOR-900"
"2012-07-15 15:26:13","2012-07-15 15:26:13",0,"SGP"
"2019-11-02 18:59:12","2019-11-02 18:59:16",2,6327
"2019-11-02 18:59:12","2019-11-06 17:05:06",1,"SVK-1051"
"2018-09-14 15:10:11","2018-09-15 06:13:05",1,"MAR-1455"
"2019-11-24 14:09:49","2019-11-25 18:48:43",1,"ISR-3057"
"2019-01-23 18:12:13","2019-01-23 18:12:13",2,6976
"2015-08-09 17:07:48","2015-08-09 17:07:59",1,"HUN-3157"
"2019-09-03 00:00:45","2019-09-06 02:21:39",1,"USA-3527"
"2015-08-09 17:07:48","2015-08-09 17:07:59",0,"HUN"
"2018-01-25 17:19:58","2018-01-25 19:50:40",1,"NZL-3334"
"2019-05-07 07:03:24","2019-05-07 09:31:04",1,"SVK-1056"
"2017-07-21 17:12:09","2017-07-22 05:22:46",2,7088
"2019-12-31 11:24:56","2019-12-31 11:25:22",1,"SVK-1056"
"2019-02-17 07:31:01","2019-02-17 07:31:14",1,"SVK-1055"
"2019-11-24 14:09:21","2019-11-24 14:09:21",1,"ISR-3055"
"2017-07-21 17:12:09","2017-07-22 05:22:46",1,"BIH-2890"
"2016-04-15 12:21:09","2016-06-19 08:17:24",2,5987
"2018-07-09 17:22:43","2018-07-12 06:27:30",1,"SVK-1051"
"2017-07-21 17:12:09","2017-07-22 13:39:58",0,"BIH"
"2016-04-15 12:21:09","2016-06-19 08:17:24",1,"DNK-3416"
"2018-09-14 14:41:58","2018-09-14 14:41:58",2,6865
"2016-04-15 12:21:09","2016-06-19 08:17:24",0,"DNK"
"2017-11-19 11:28:44","2017-11-19 14:07:47",2,1767
"2019-03-31 17:15:40","2019-04-02 17:08:58",1,"SVK-1051"
"2019-12-28 08:17:49","2019-12-28 14:08:26",1,"SVK-1053"
"2017-11-19 11:28:44","2017-11-19 14:07:47",1,"BGR-2235"
"2016-06-30 22:50:11","2016-07-01 16:47:49",1,"ISL-705"
"2019-02-02 16:31:15","2019-02-03 09:58:07",3,84
"2019-02-02 16:31:15","2019-02-02 23:49:09",2,7285
"2019-12-27 16:25:01","2019-12-27 16:25:01",1,"SVK-1056"
"2019-02-02 16:31:15","2019-02-03 09:58:07",1,"BRA-627"
"2016-12-31 20:03:32","2016-12-31 21:54:43",1,"USA-3558"
"2019-06-20 15:18:19","2019-06-20 17:35:39",1,"NOR-917"
"2019-02-02 16:31:15","2019-02-03 09:58:07",0,"BRA"
"2019-10-25 17:16:43","2019-11-21 02:40:55",3,73
"2019-06-20 15:18:19","2019-06-20 20:49:07",0,"NOR"
"2016-06-26 22:20:30","2016-06-26 22:21:13",1,"ISL-697"
"2019-10-25 17:16:43","2019-10-31 11:45:26",1,"SVK-1056"
"2013-06-23 15:17:53","2013-06-24 09:13:37",1,"NOR-920"
"2019-10-25 17:16:43","2019-11-06 17:05:06",0,"SVK"
"2018-01-25 05:39:53","2018-01-25 05:40:41",2,7308
"2012-08-04 16:52:27","2013-12-30 09:19:04",3,73
"2012-08-04 16:52:27","2014-08-01 16:54:14",4,"Europe"
"2018-07-06 05:48:59","2018-07-06 17:44:05",1,"SVK-1056"
"2012-08-04 16:52:27","2012-08-04 17:03:05",1,"SVK-1057"
"2012-08-04 16:52:27","2012-08-17 04:35:18",0,"SVK"
"2014-12-24 11:19:47","2015-01-02 15:31:39",1,"SVK-1056"
"2015-03-29 08:44:02","2015-03-30 17:59:22",1,"IRL-725"
"2019-06-20 12:21:54","2019-06-20 12:48:31",1,"AUT-2330"
"2016-06-23 19:00:45","2016-06-26 17:22:38",1,"ISL-690"
"2019-06-20 12:21:54","2019-06-20 12:48:31",0,"AUT"
"2016-06-23 19:00:45","2016-06-26 22:21:13",0,"ISL"
"2019-11-26 13:01:25","2019-11-26 13:20:58",1,"ISR-3054"
"2019-03-26 19:48:07","2019-03-30 13:32:54",1,"SVK-1056"
"2019-11-26 13:01:25","2019-11-27 09:18:40",0,"ISR"
